"participantid_in_session","participantcode","playerid_in_group","attack","endowment","playertullock","production","opponent_production","playertotal_production","arming","opponent_arming","playertotal_arming","playerprize","playerprob","playerprob_percent","opponent_attack","win_conflict","playerearnings","playerpayoff4","playerpayround4","belief_attack","belief_arming","playerproduction_est","playertype","groupid_in_subsession","grouptullock","period","sessioncode","treatment","playerpayoff1","playerpayoff2","playerpayoff3","comp1","comp2","likestowin","compulsive","playerr1","playerr2","playerr3","playerr4","playerr5","playerr6","playerr7","playerr8","playerr9","playerr10","playeractive","playerpassive","playerl1","playerl2","playerl3","playerl4","playerl5","playerl6","playerhead","playergamble","playersend","playerback","playerreturn1","playerreturn2","playerreturn3","playerreturn4","playerreturn5","playerreturn6","playerreturn7","playerreturn8","playerreturn9","playerspieler1","playerspieler2","playerrole1","playerpayround1","playerpayround2","playerfinal_payoff","playerfinal_payoff_help","auszahlung","age","male","playerdem_study","bachelor","playerdem_understand","playerattack_profit","playerattack_spite","playerattack_super","playerattack_fight1","playerattack_fight2","playerattack_encourage","playerattack_chance","playerattack_mistake","playerattack_understand","playernoattack_risk","playernoattack_efficient","playernoattack_ownprofit","playernoattack_otherprofit","playernoattack_discourage","playernoattack_mistake","playernoattack_understand","playerarming_attack","playerarming_security","playerarming_noattack","playerarming_inefficient","playerarming_unequala1","playerarming_unequala2","playerarming_unequalb1","playerarming_unequalb2","playerarming_understand","id","session","indep_obs","conflict","rel_arming","arm_def","arm_att","unarmed_peace","Strategies3","choose_UP","choose_UC","choose_AP","choose_AC","riskaverse","econstudent"
4,"fj2i72f4",1,1,80,1,0,60,60,80,60,140,27,0.571428596973419,57,1,1,27,NA,NA,NA,NA,NA,NA,3,1,4,"x7h85wfe",0,80,30,16,6,5,10,8,0,0,1,1,1,0,0,0,0,1,40,40,1,1,1,0,0,0,0,1,6,NA,0,3,6,9,10,10,0,0,0,6,6,1,6,3,126,12.6000003814697,13,20,0,9,0,3,3,3,3,1,1,3,3,3,3,3,3,3,3,0,3,3,0,0,3,3,0,3,NA,NA,3,190,29,29,1,1,NA,80,0,4,0,0,0,1,0.363636363636364,0
4,"fj2i72f4",1,1,80,1,10,60,70,70,60,130,32,0.538461565971375,54,1,1,32,NA,NA,NA,NA,NA,NA,4,1,5,"x7h85wfe",0,80,30,16,6,5,10,8,0,0,1,1,1,0,0,0,0,1,40,40,1,1,1,0,0,0,0,1,6,NA,0,3,6,9,10,10,0,0,0,6,6,1,6,3,126,12.6000003814697,13,20,0,9,0,3,3,3,3,1,1,3,3,3,3,3,3,3,3,0,3,3,0,0,3,3,0,3,NA,NA,3,190,29,29,1,0.875,NA,70,0,4,0,0,0,1,0.363636363636364,0
4,"fj2i72f4",1,1,80,1,0,70,70,80,50,130,32,0.615384638309479,62,1,0,0,NA,NA,NA,NA,NA,NA,4,1,6,"x7h85wfe",0,80,30,16,6,5,10,8,0,0,1,1,1,0,0,0,0,1,40,40,1,1,1,0,0,0,0,1,6,NA,0,3,6,9,10,10,0,0,0,6,6,1,6,3,126,12.6000003814697,13,20,0,9,0,3,3,3,3,1,1,3,3,3,3,3,3,3,3,0,3,3,0,0,3,3,0,3,NA,NA,3,190,29,29,1,1,NA,80,0,4,0,0,0,1,0.363636363636364,0
4,"fj2i72f4",1,1,80,1,20,80,100,60,40,100,45,0.600000023841858,60,1,1,45,NA,NA,1,70,50,NA,4,1,1,"x7h85wfe",0,80,30,16,6,5,10,8,0,0,1,1,1,0,0,0,0,1,40,40,1,1,1,0,0,0,0,1,6,NA,0,3,6,9,10,10,0,0,0,6,6,1,6,3,126,12.6000003814697,13,20,0,9,0,3,3,3,3,1,1,3,3,3,3,3,3,3,3,0,3,3,0,0,3,3,0,3,NA,NA,3,190,29,29,1,0.75,NA,60,0,4,0,0,0,1,0.363636363636364,0
4,"fj2i72f4",1,1,80,1,10,50,60,70,70,140,27,0.5,50,1,0,0,NA,NA,NA,NA,NA,NA,1,1,3,"x7h85wfe",0,80,30,16,6,5,10,8,0,0,1,1,1,0,0,0,0,1,40,40,1,1,1,0,0,0,0,1,6,NA,0,3,6,9,10,10,0,0,0,6,6,1,6,3,126,12.6000003814697,13,20,0,9,0,3,3,3,3,1,1,3,3,3,3,3,3,3,3,0,3,3,0,0,3,3,0,3,NA,NA,3,190,29,29,1,0.875,NA,70,0,4,0,0,0,1,0.363636363636364,0
6,"h6m2r8pg",1,1,80,1,0,0,0,80,120,200,0,0.400000005960464,40,1,1,0,0,NA,NA,NA,NA,1,4,1,7,"a9g7r98j",0,80,30,8,8,7,8,3,0,0,1,1,1,0,0,0,0,0,40,40,1,1,1,0,0,0,0,1,16,20,0,4,8,12,16,20,24,28,32,4,8,0,2,1,118,11.8000001907349,12,22,1,12,1,3,3,3,1,3,3,3,2,3,3,4,4,4,4,4,3,3,2,0,3,3,0,3,NA,NA,3,197,8,8,1,1,NA,80,0,4,0,0,0,1,0.545454545454545,1
6,"h6m2r8pg",1,0,80,1,79,41,120,1,79,80,54,0.0125000001862645,1,1,0,0,NA,NA,0,0,120,NA,3,1,1,"a9g7r98j",0,80,30,8,8,7,8,3,0,0,1,1,1,0,0,0,0,0,40,40,1,1,1,0,0,0,0,1,16,20,0,4,8,12,16,20,24,28,32,4,8,0,2,1,118,11.8000001907349,12,22,1,12,1,3,3,3,1,3,3,3,2,3,3,4,4,4,4,4,3,3,2,0,3,3,0,3,NA,NA,3,197,8,8,1,0.0125,1,NA,0,2,0,0,1,0,0.545454545454545,1
6,"h6m2r8pg",1,1,80,1,0,60,60,80,60,140,27,0.571428596973419,57,0,1,27,NA,NA,NA,NA,NA,NA,5,1,4,"a9g7r98j",0,80,30,8,8,7,8,3,0,0,1,1,1,0,0,0,0,0,40,40,1,1,1,0,0,0,0,1,16,20,0,4,8,12,16,20,24,28,32,4,8,0,2,1,118,11.8000001907349,12,22,1,12,1,3,3,3,1,3,3,3,2,3,3,4,4,4,4,4,3,3,2,0,3,3,0,3,NA,NA,3,197,8,8,1,1,NA,80,0,4,0,0,0,1,0.545454545454545,1
6,"h6m2r8pg",1,1,80,1,0,110,110,80,10,90,50,0.888888895511627,89,0,1,50,NA,NA,NA,NA,NA,NA,6,1,6,"a9g7r98j",0,80,30,8,8,7,8,3,0,0,1,1,1,0,0,0,0,0,40,40,1,1,1,0,0,0,0,1,16,20,0,4,8,12,16,20,24,28,32,4,8,0,2,1,118,11.8000001907349,12,22,1,12,1,3,3,3,1,3,3,3,2,3,3,4,4,4,4,4,3,3,2,0,3,3,0,3,NA,NA,3,197,8,8,1,1,NA,80,0,4,0,0,0,1,0.545454545454545,1
6,"h6m2r8pg",1,1,80,1,0,40,40,80,80,160,18,0.5,50,1,0,0,NA,NA,NA,NA,NA,NA,6,1,5,"a9g7r98j",0,80,30,8,8,7,8,3,0,0,1,1,1,0,0,0,0,0,40,40,1,1,1,0,0,0,0,1,16,20,0,4,8,12,16,20,24,28,32,4,8,0,2,1,118,11.8000001907349,12,22,1,12,1,3,3,3,1,3,3,3,2,3,3,4,4,4,4,4,3,3,2,0,3,3,0,3,NA,NA,3,197,8,8,1,1,NA,80,0,4,0,0,0,1,0.545454545454545,1
6,"h6m2r8pg",1,1,80,1,0,120,120,80,0,80,54,1,100,0,1,54,NA,NA,NA,NA,NA,NA,5,1,2,"a9g7r98j",0,80,30,8,8,7,8,3,0,0,1,1,1,0,0,0,0,0,40,40,1,1,1,0,0,0,0,1,16,20,0,4,8,12,16,20,24,28,32,4,8,0,2,1,118,11.8000001907349,12,22,1,12,1,3,3,3,1,3,3,3,2,3,3,4,4,4,4,4,3,3,2,0,3,3,0,3,NA,NA,3,197,8,8,1,1,NA,80,0,4,0,0,0,1,0.545454545454545,1
6,"h6m2r8pg",1,1,80,1,0,60,60,80,60,140,27,0.571428596973419,57,0,1,27,NA,NA,NA,NA,NA,NA,7,1,3,"a9g7r98j",0,80,30,8,8,7,8,3,0,0,1,1,1,0,0,0,0,0,40,40,1,1,1,0,0,0,0,1,16,20,0,4,8,12,16,20,24,28,32,4,8,0,2,1,118,11.8000001907349,12,22,1,12,1,3,3,3,1,3,3,3,2,3,3,4,4,4,4,4,3,3,2,0,3,3,0,3,NA,NA,3,197,8,8,1,1,NA,80,0,4,0,0,0,1,0.545454545454545,1
14,"jn9drb27",2,0,120,1,80,0,80,40,80,120,36,0.333333343267441,33,1,1,36,NA,NA,NA,NA,NA,NA,5,1,2,"e4y6khl6",0,80,30,24,8,7,9,4,0,1,1,1,1,0,0,0,0,1,40,40,1,1,0,0,0,0,0,1,16,NA,0,0,0,4,8,8,14,20,24,16,24,1,2,1,209,20.8999996185303,21,23,1,12,1,3,3,3,3,3,3,3,3,4,3,0,0,0,0,3,3,3,3,1,1,0,NA,NA,3,1,3,204,15,15,1,0.333333333333333,40,NA,0,2,0,0,1,0,0.363636363636364,1
14,"jn9drb27",2,0,120,1,110,25,135,10,55,65,61,0.15384615957737,15,1,0,0,NA,NA,0,0,80,NA,7,1,1,"e4y6khl6",0,80,30,24,8,7,9,4,0,1,1,1,1,0,0,0,0,1,40,40,1,1,0,0,0,0,0,1,16,NA,0,0,0,4,8,8,14,20,24,16,24,1,2,1,209,20.8999996185303,21,23,1,12,1,3,3,3,3,3,3,3,3,4,3,0,0,0,0,3,3,3,3,1,1,0,NA,NA,3,1,3,204,15,15,1,0.0833333333333333,10,NA,0,2,0,0,1,0,0.363636363636364,1
14,"jn9drb27",2,0,120,1,90,10,100,30,70,100,45,0.300000011920929,30,1,0,0,NA,NA,NA,NA,NA,NA,5,1,3,"e4y6khl6",0,80,30,24,8,7,9,4,0,1,1,1,1,0,0,0,0,1,40,40,1,1,0,0,0,0,0,1,16,NA,0,0,0,4,8,8,14,20,24,16,24,1,2,1,209,20.8999996185303,21,23,1,12,1,3,3,3,3,3,3,3,3,4,3,0,0,0,0,3,3,3,3,1,1,0,NA,NA,3,1,3,204,15,15,1,0.25,30,NA,0,2,0,0,1,0,0.363636363636364,1
14,"jn9drb27",2,0,120,0,75,50,125,45,30,75,56,0.600000023841858,60,0,NA,75,NA,NA,NA,NA,NA,NA,3,0,5,"e4y6khl6",0,80,30,24,8,7,9,4,0,1,1,1,1,0,0,0,0,1,40,40,1,1,0,0,0,0,0,1,16,NA,0,0,0,4,8,8,14,20,24,16,24,1,2,1,209,20.8999996185303,21,23,1,12,1,3,3,3,3,3,3,3,3,4,3,0,0,0,0,3,3,3,3,1,1,0,NA,NA,3,1,3,204,15,15,0,0.375,45,NA,0,2,0,0,1,0,0.363636363636364,1
14,"jn9drb27",2,0,120,0,90,80,170,30,0,30,76,1,100,0,NA,90,NA,NA,NA,NA,NA,NA,5,0,6,"e4y6khl6",0,80,30,24,8,7,9,4,0,1,1,1,1,0,0,0,0,1,40,40,1,1,0,0,0,0,0,1,16,NA,0,0,0,4,8,8,14,20,24,16,24,1,2,1,209,20.8999996185303,21,23,1,12,1,3,3,3,3,3,3,3,3,4,3,0,0,0,0,3,3,3,3,1,1,0,NA,NA,3,1,3,204,15,15,0,0.25,30,NA,0,2,0,0,1,0,0.363636363636364,1
14,"jn9drb27",2,0,120,0,70,60,130,50,20,70,58,0.714285731315613,71,0,NA,70,NA,NA,NA,NA,NA,NA,3,0,4,"e4y6khl6",0,80,30,24,8,7,9,4,0,1,1,1,1,0,0,0,0,1,40,40,1,1,0,0,0,0,0,1,16,NA,0,0,0,4,8,8,14,20,24,16,24,1,2,1,209,20.8999996185303,21,23,1,12,1,3,3,3,3,3,3,3,3,4,3,0,0,0,0,3,3,3,3,1,1,0,NA,NA,3,1,3,204,15,15,0,0.416666666666667,50,NA,0,2,0,0,1,0,0.363636363636364,1
14,"jn9drb27",2,0,120,1,110,30,140,10,50,60,63,0.16666667163372,17,1,0,0,75,NA,NA,NA,NA,2,1,1,7,"e4y6khl6",0,80,30,24,8,7,9,4,0,1,1,1,1,0,0,0,0,1,40,40,1,1,0,0,0,0,0,1,16,NA,0,0,0,4,8,8,14,20,24,16,24,1,2,1,209,20.8999996185303,21,23,1,12,1,3,3,3,3,3,3,3,3,4,3,0,0,0,0,3,3,3,3,1,1,0,NA,NA,3,1,3,204,15,15,1,0.0833333333333333,10,NA,0,2,0,0,1,0,0.363636363636364,1
2,"knct7fpg",1,0,80,1,50,40,90,30,80,110,40,0.272727280855179,27,1,0,0,NA,NA,0,60,60,NA,2,1,1,"e4y6khl6",0,80,-10,12,1,0,5,2,0,0,1,1,1,0,0,0,0,0,40,40,1,1,1,0,0,0,1,1,4,NA,0,0,0,0,8,0,5,5,5,4,0,1,2,1,82,8.19999980926514,8.5,26,0,11,1,2,1,2,2,3,3,4,1,3,3,0,1,0,3,0,3,3,2,3,1,0,2,1,NA,NA,3,211,15,15,1,0.375,30,NA,0,2,0,0,1,0,0.818181818181818,0
2,"knct7fpg",1,1,80,1,60,120,180,20,0,20,81,1,100,0,1,81,NA,NA,NA,NA,NA,NA,3,1,2,"e4y6khl6",0,80,-10,12,1,0,5,2,0,0,1,1,1,0,0,0,0,0,40,40,1,1,1,0,0,0,1,1,4,NA,0,0,0,0,8,0,5,5,5,4,0,1,2,1,82,8.19999980926514,8.5,26,0,11,1,2,1,2,2,3,3,4,1,3,3,0,1,0,3,0,3,3,2,3,1,0,2,1,NA,NA,3,211,15,15,1,0.25,NA,20,0,4,0,0,0,1,0.818181818181818,0
2,"knct7fpg",1,1,80,1,80,100,180,0,20,20,81,0,0,0,0,0,0,NA,NA,NA,NA,1,2,1,7,"e4y6khl6",0,80,-10,12,1,0,5,2,0,0,1,1,1,0,0,0,0,0,40,40,1,1,1,0,0,0,1,1,4,NA,0,0,0,0,8,0,5,5,5,4,0,1,2,1,82,8.19999980926514,8.5,26,0,11,1,2,1,2,2,3,3,4,1,3,3,0,1,0,3,0,3,3,2,3,1,0,2,1,NA,NA,3,211,15,15,1,0,NA,0,0,3,0,1,0,0,0.818181818181818,0
2,"knct7fpg",1,0,80,1,80,40,120,0,80,80,54,0,0,1,0,0,NA,NA,NA,NA,NA,NA,2,1,3,"e4y6khl6",0,80,-10,12,1,0,5,2,0,0,1,1,1,0,0,0,0,0,40,40,1,1,1,0,0,0,1,1,4,NA,0,0,0,0,8,0,5,5,5,4,0,1,2,1,82,8.19999980926514,8.5,26,0,11,1,2,1,2,2,3,3,4,1,3,3,0,1,0,3,0,3,3,2,3,1,0,2,1,NA,NA,3,211,15,15,1,0,0,NA,0,1,1,0,0,0,0.818181818181818,0
2,"knct7fpg",1,0,80,1,80,25,105,0,95,95,47,0,0,1,0,0,NA,NA,NA,NA,NA,NA,2,1,5,"e4y6khl6",0,80,-10,12,1,0,5,2,0,0,1,1,1,0,0,0,0,0,40,40,1,1,1,0,0,0,1,1,4,NA,0,0,0,0,8,0,5,5,5,4,0,1,2,1,82,8.19999980926514,8.5,26,0,11,1,2,1,2,2,3,3,4,1,3,3,0,1,0,3,0,3,3,2,3,1,0,2,1,NA,NA,3,211,15,15,1,0,0,NA,0,1,1,0,0,0,0.818181818181818,0
2,"knct7fpg",1,0,80,0,80,110,190,0,10,10,86,0,0,0,NA,80,NA,NA,NA,NA,NA,NA,1,0,4,"e4y6khl6",0,80,-10,12,1,0,5,2,0,0,1,1,1,0,0,0,0,0,40,40,1,1,1,0,0,0,1,1,4,NA,0,0,0,0,8,0,5,5,5,4,0,1,2,1,82,8.19999980926514,8.5,26,0,11,1,2,1,2,2,3,3,4,1,3,3,0,1,0,3,0,3,3,2,3,1,0,2,1,NA,NA,3,211,15,15,0,0,0,NA,0,1,1,0,0,0,0.818181818181818,0
2,"knct7fpg",1,0,80,0,80,90,170,0,30,30,76,0,0,0,NA,80,NA,NA,NA,NA,NA,NA,5,0,6,"e4y6khl6",0,80,-10,12,1,0,5,2,0,0,1,1,1,0,0,0,0,0,40,40,1,1,1,0,0,0,1,1,4,NA,0,0,0,0,8,0,5,5,5,4,0,1,2,1,82,8.19999980926514,8.5,26,0,11,1,2,1,2,2,3,3,4,1,3,3,0,1,0,3,0,3,3,2,3,1,0,2,1,NA,NA,3,211,15,15,0,0,0,NA,0,1,1,0,0,0,0.818181818181818,0
6,"lxn6lgrc",1,1,80,1,9,40,49,71,80,151,22,0.470198661088943,47,1,1,22,NA,NA,1,110,10,NA,3,1,1,"zlc5ls51",0,80,-10,34,7,5,9,6,0,0,1,1,1,0,0,1,1,1,40,40,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,1,104,10.3999996185303,10.5,25,0,12,0,3,0,0,2,2,2,2,0,3,3,3,3,3,3,3,3,3,1,0,3,3,0,3,NA,NA,3,218,1,1,1,0.8875,NA,71,0,4,0,0,0,1,0.454545454545455,1
6,"lxn6lgrc",1,1,80,1,9,90,99,71,30,101,45,0.702970325946808,70,0,0,0,NA,NA,NA,NA,NA,NA,6,1,5,"zlc5ls51",0,80,-10,34,7,5,9,6,0,0,1,1,1,0,0,1,1,1,40,40,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,1,104,10.3999996185303,10.5,25,0,12,0,3,0,0,2,2,2,2,0,3,3,3,3,3,3,3,3,3,1,0,3,3,0,3,NA,NA,3,218,1,1,1,0.8875,NA,71,0,4,0,0,0,1,0.454545454545455,1
6,"lxn6lgrc",1,1,80,1,9,50,59,71,70,141,27,0.503546118736267,50,0,0,0,NA,NA,NA,NA,NA,NA,6,1,6,"zlc5ls51",0,80,-10,34,7,5,9,6,0,0,1,1,1,0,0,1,1,1,40,40,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,1,104,10.3999996185303,10.5,25,0,12,0,3,0,0,2,2,2,2,0,3,3,3,3,3,3,3,3,3,1,0,3,3,0,3,NA,NA,3,218,1,1,1,0.8875,NA,71,0,4,0,0,0,1,0.454545454545455,1
6,"lxn6lgrc",1,1,80,1,10,60,70,70,60,130,32,0.538461565971375,54,0,0,0,NA,NA,NA,NA,NA,NA,5,1,4,"zlc5ls51",0,80,-10,34,7,5,9,6,0,0,1,1,1,0,0,1,1,1,40,40,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,1,104,10.3999996185303,10.5,25,0,12,0,3,0,0,2,2,2,2,0,3,3,3,3,3,3,3,3,3,1,0,3,3,0,3,NA,NA,3,218,1,1,1,0.875,NA,70,0,4,0,0,0,1,0.454545454545455,1
6,"lxn6lgrc",1,1,80,1,10,70,80,70,50,120,36,0.583333313465118,58,0,1,36,NA,NA,NA,NA,NA,NA,5,1,2,"zlc5ls51",0,80,-10,34,7,5,9,6,0,0,1,1,1,0,0,1,1,1,40,40,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,1,104,10.3999996185303,10.5,25,0,12,0,3,0,0,2,2,2,2,0,3,3,3,3,3,3,3,3,3,1,0,3,3,0,3,NA,NA,3,218,1,1,1,0.875,NA,70,0,4,0,0,0,1,0.454545454545455,1
6,"lxn6lgrc",1,1,80,1,10,70,80,70,50,120,36,0.583333313465118,58,1,1,36,NA,NA,NA,NA,NA,NA,7,1,3,"zlc5ls51",0,80,-10,34,7,5,9,6,0,0,1,1,1,0,0,1,1,1,40,40,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,1,104,10.3999996185303,10.5,25,0,12,0,3,0,0,2,2,2,2,0,3,3,3,3,3,3,3,3,3,1,0,3,3,0,3,NA,NA,3,218,1,1,1,0.875,NA,70,0,4,0,0,0,1,0.454545454545455,1
6,"lxn6lgrc",1,1,80,1,5,60,65,75,60,135,29,0.555555582046509,56,1,0,0,0,NA,NA,NA,NA,1,4,1,7,"zlc5ls51",0,80,-10,34,7,5,9,6,0,0,1,1,1,0,0,1,1,1,40,40,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,1,104,10.3999996185303,10.5,25,0,12,0,3,0,0,2,2,2,2,0,3,3,3,3,3,3,3,3,3,1,0,3,3,0,3,NA,NA,3,218,1,1,1,0.9375,NA,75,0,4,0,0,0,1,0.454545454545455,1
13,"mv3hidsm",2,0,120,0,40,50,90,80,30,110,40,0.727272748947144,73,0,NA,40,NA,NA,NA,NA,NA,NA,1,0,3,"zlc5ls51",0,100,30,52,8,6,8,2,0,1,1,1,1,0,1,1,1,1,40,60,1,1,1,1,0,0,0,1,8,12,0,2,4,6,12,12,14,16,18,16,18,0,2,1,272,27.2000007629395,27.5,18,0,7,1,2,3,1,1,2,3,2,2,3,3,0,2,0,1,4,3,3,1,0,2,2,NA,NA,1,2,3,225,1,1,0,0.666666666666667,80,NA,0,2,0,0,1,0,0.727272727272727,0
13,"mv3hidsm",2,0,120,0,90,37,127,30,43,73,57,0.410958915948868,41,0,NA,90,NA,NA,NA,NA,NA,NA,4,0,4,"zlc5ls51",0,100,30,52,8,6,8,2,0,1,1,1,1,0,1,1,1,1,40,60,1,1,1,1,0,0,0,1,8,12,0,2,4,6,12,12,14,16,18,16,18,0,2,1,272,27.2000007629395,27.5,18,0,7,1,2,3,1,1,2,3,2,2,3,3,0,2,0,1,4,3,3,1,0,2,2,NA,NA,1,2,3,225,1,1,0,0.25,30,NA,0,2,0,0,1,0,0.727272727272727,0
13,"mv3hidsm",2,0,120,1,60,5,65,60,75,135,29,0.444444447755814,44,1,0,0,90,NA,NA,NA,NA,2,7,1,7,"zlc5ls51",0,100,30,52,8,6,8,2,0,1,1,1,1,0,1,1,1,1,40,60,1,1,1,1,0,0,0,1,8,12,0,2,4,6,12,12,14,16,18,16,18,0,2,1,272,27.2000007629395,27.5,18,0,7,1,2,3,1,1,2,3,2,2,3,3,0,2,0,1,4,3,3,1,0,2,2,NA,NA,1,2,3,225,1,1,1,0.5,60,NA,0,2,0,0,1,0,0.727272727272727,0
13,"mv3hidsm",2,1,120,1,40,9,49,80,71,151,22,0.529801309108734,53,1,0,0,NA,NA,1,60,20,NA,3,1,1,"zlc5ls51",0,100,30,52,8,6,8,2,0,1,1,1,1,0,1,1,1,1,40,60,1,1,1,1,0,0,0,1,8,12,0,2,4,6,12,12,14,16,18,16,18,0,2,1,272,27.2000007629395,27.5,18,0,7,1,2,3,1,1,2,3,2,2,3,3,0,2,0,1,4,3,3,1,0,2,2,NA,NA,1,2,3,225,1,1,1,0.666666666666667,NA,80,0,4,0,0,0,1,0.727272727272727,0
13,"mv3hidsm",2,1,120,1,50,10,60,70,70,140,27,0.5,50,1,0,0,NA,NA,NA,NA,NA,NA,6,1,2,"zlc5ls51",0,100,30,52,8,6,8,2,0,1,1,1,1,0,1,1,1,1,40,60,1,1,1,1,0,0,0,1,8,12,0,2,4,6,12,12,14,16,18,16,18,0,2,1,272,27.2000007629395,27.5,18,0,7,1,2,3,1,1,2,3,2,2,3,3,0,2,0,1,4,3,3,1,0,2,2,NA,NA,1,2,3,225,1,1,1,0.583333333333333,NA,70,0,4,0,0,0,1,0.727272727272727,0
13,"mv3hidsm",2,0,120,0,90,80,170,30,0,30,76,1,100,0,NA,90,NA,NA,NA,NA,NA,NA,2,0,5,"zlc5ls51",0,100,30,52,8,6,8,2,0,1,1,1,1,0,1,1,1,1,40,60,1,1,1,1,0,0,0,1,8,12,0,2,4,6,12,12,14,16,18,16,18,0,2,1,272,27.2000007629395,27.5,18,0,7,1,2,3,1,1,2,3,2,2,3,3,0,2,0,1,4,3,3,1,0,2,2,NA,NA,1,2,3,225,1,1,0,0.25,30,NA,0,2,0,0,1,0,0.727272727272727,0
13,"mv3hidsm",2,0,120,1,110,40,150,10,40,50,68,0.200000002980232,20,1,0,0,NA,NA,NA,NA,NA,NA,1,1,6,"zlc5ls51",0,100,30,52,8,6,8,2,0,1,1,1,1,0,1,1,1,1,40,60,1,1,1,1,0,0,0,1,8,12,0,2,4,6,12,12,14,16,18,16,18,0,2,1,272,27.2000007629395,27.5,18,0,7,1,2,3,1,1,2,3,2,2,3,3,0,2,0,1,4,3,3,1,0,2,2,NA,NA,1,2,3,225,1,1,1,0.0833333333333333,10,NA,0,2,0,0,1,0,0.727272727272727,0
3,"n1jdw7nf",1,0,80,0,70,120,190,10,0,10,86,1,100,0,NA,70,NA,NA,0,70,50,NA,6,0,1,"e4y6khl6",0,80,0,26,3,3,3,6,0,0,1,1,1,0,0,0,0,0,40,40,0,0,1,1,1,1,0,0,16,8,0,3,6,8,10,15,17,21,24,6,8,0,2,1,156,15.6000003814697,16,24,0,13,0,2,4,4,4,4,4,4,4,4,4,0,2,1,1,1,0,4,4,4,4,4,4,4,NA,NA,4,232,15,15,0,0.125,10,NA,0,2,0,0,1,0,0.727272727272727,0
3,"n1jdw7nf",1,0,80,0,50,100,150,30,20,50,68,0.600000023841858,60,0,NA,50,NA,NA,NA,NA,NA,NA,3,0,6,"e4y6khl6",0,80,0,26,3,3,3,6,0,0,1,1,1,0,0,0,0,0,40,40,0,0,1,1,1,1,0,0,16,8,0,3,6,8,10,15,17,21,24,6,8,0,2,1,156,15.6000003814697,16,24,0,13,0,2,4,4,4,4,4,4,4,4,4,0,2,1,1,1,0,4,4,4,4,4,4,4,NA,NA,4,232,15,15,0,0.375,30,NA,0,2,0,0,1,0,0.727272727272727,0
3,"n1jdw7nf",1,0,80,1,40,50,90,40,70,110,40,0.363636374473572,36,1,0,0,NA,NA,NA,NA,NA,NA,3,1,3,"e4y6khl6",0,80,0,26,3,3,3,6,0,0,1,1,1,0,0,0,0,0,40,40,0,0,1,1,1,1,0,0,16,8,0,3,6,8,10,15,17,21,24,6,8,0,2,1,156,15.6000003814697,16,24,0,13,0,2,4,4,4,4,4,4,4,4,4,0,2,1,1,1,0,4,4,4,4,4,4,4,NA,NA,4,232,15,15,1,0.5,40,NA,0,2,0,0,1,0,0.727272727272727,0
3,"n1jdw7nf",1,0,80,1,80,40,120,0,80,80,54,0,0,1,0,0,NA,NA,NA,NA,NA,NA,2,1,2,"e4y6khl6",0,80,0,26,3,3,3,6,0,0,1,1,1,0,0,0,0,0,40,40,0,0,1,1,1,1,0,0,16,8,0,3,6,8,10,15,17,21,24,6,8,0,2,1,156,15.6000003814697,16,24,0,13,0,2,4,4,4,4,4,4,4,4,4,0,2,1,1,1,0,4,4,4,4,4,4,4,NA,NA,4,232,15,15,1,0,0,NA,0,1,1,0,0,0,0.727272727272727,0
3,"n1jdw7nf",1,0,80,0,50,75,125,30,45,75,56,0.400000005960464,40,0,NA,50,NA,NA,NA,NA,NA,NA,3,0,5,"e4y6khl6",0,80,0,26,3,3,3,6,0,0,1,1,1,0,0,0,0,0,40,40,0,0,1,1,1,1,0,0,16,8,0,3,6,8,10,15,17,21,24,6,8,0,2,1,156,15.6000003814697,16,24,0,13,0,2,4,4,4,4,4,4,4,4,4,0,2,1,1,1,0,4,4,4,4,4,4,4,NA,NA,4,232,15,15,0,0.375,30,NA,0,2,0,0,1,0,0.727272727272727,0
3,"n1jdw7nf",1,0,80,0,50,50,100,30,70,100,45,0.300000011920929,30,0,NA,50,50,NA,NA,NA,NA,1,3,0,7,"e4y6khl6",0,80,0,26,3,3,3,6,0,0,1,1,1,0,0,0,0,0,40,40,0,0,1,1,1,1,0,0,16,8,0,3,6,8,10,15,17,21,24,6,8,0,2,1,156,15.6000003814697,16,24,0,13,0,2,4,4,4,4,4,4,4,4,4,0,2,1,1,1,0,4,4,4,4,4,4,4,NA,NA,4,232,15,15,0,0.375,30,NA,0,2,0,0,1,0,0.727272727272727,0
